comment_id,komentar,normalized_text,clean_text,token_count
483,"Jadilah org Baik, biar negara ini dipenuhi org baik, nnti kejahatan modar sendiri",jadilah org baik biar negara ini dipenuhi org baik nnti kejahatan modar sendiri,jadi orang baik biar negara penuh orang baik nnti jahat modar sendiri,12
484,hayo bang hotman.. tolong all out buat nadiem. Dia korban si jeck firaun kota oslo,hayo bang hotman tolong all out buat nadiem dia korban si jeck firaun kota oslo,hayo bang hotman all out buat nadiem korban jeck firaun kota oslo,12
485,Serem bgt keadilan di Indonesia ini😢,serem bgt keadilan di indonesia ini,rem adil indonesia,3
486,Semoga yang zolim mendapatkan balasan dari yang Kuasa dpt azab Allah yang pedih 😢😢,semoga yang zolim mendapatkan balasan dari yang kuasa dpt azab allah yang pedih,moga zolim balas kuasa dpt azab allah pedih,8
487,"Jokowi gmn...ko ga  ditangkap....enk amat dia.
.!",jokowi gmn ko ga ditangkap enk amat dia,jokowi gmn tangkap enk,4
488,ada yang mau saham goto.. segala cara dimainin...,ada yang mau saham goto segala cara dimainin,mau saham goto segala cara dimainin,6
489,"PUNYAPUN ,JG BIL G PUNYA,",punyapun jg bil g punya,punya bil punya,3
490,Apa yg benarnya,apa yg benarnya,apa benar,2
491,"Mamam tu, berlumut dah d penjara",mamam tu berlumut dah d penjara,mamam lumut dah penjara,4
492,Udah kalau korupsi jangan mengelak dong,udah kalau korupsi jangan mengelak dong,udah kalau korupsi jangan elak,5
493,"selamat pak prabowo, bapak sukses bikin generasi muda Indonesia mikir2 berkontribusi pada negara 👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼",selamat pak prabowo bapak sukses bikin generasi muda indonesia mikir berkontribusi pada negara,selamat pak prabowo bapak sukses bikin generasi muda indonesia mikir kontribusi negara,12
494,"Gak apa2 nanti 15 th lagi susa masih banyak , coba UU perampasan aset di sahkan & di laksanakan pasti para pejabat gak bakan berani korupsi",gak apa nanti th lagi susa masih banyak coba uu perampasan aset di sahkan di laksanakan pasti para pejabat gak bakan berani korupsi,apa susa banyak coba ampas aset sahkan laksana jabat bak berani korupsi,12
495,"Kenapa ,ya,,,yg disebut sebut ,sbg penerima upeti ,gak di hadirkan sbg saksi...
Hukum yg buta dan berirama.....",kenapa ya yg disebut sebut sbg penerima upeti gak di hadirkan sbg saksi hukum yg buta dan berirama,sebut sebut sbg terima upeti hadir sbg saksi hukum buta irama,11
496,Pendukung koruptor,pendukung koruptor,dukung koruptor,2
497,​ @SujarwadiSujarwadi-g9i 😊😊😊,g i,,0
498,Lu ngedukung koruptor ya?,lu ngedukung koruptor ya,ngedukung koruptor,2
499,Percaya omongan koruptor berarti tidak akan ada koruptor yang di penjara,percaya omongan koruptor berarti tidak akan ada koruptor yang di penjara,percaya omong koruptor arti koruptor penjara,6
500,​ @kamaruddinsahabu8669 kelak akan tiba saatnya kamu NGRASAKAN spt yg dirasakan pak Nadiem ini persis SESUAI  UCAPANmu,kelak akan tiba saatnya kamu ngrasakan spt yg dirasakan pak nadiem ini persis sesuai ucapanmu,kelak tiba kamu ngrasakan spt rasa pak nadiem persis sesuai ucap,11
