comment_id,komentar,normalized_text,clean_text,token_count,topic_id,topic_confidence,cluster_id,topic_0_prob,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob
368,Minta ke jokowi yang menjebloskan dia...,minta ke jokowi yang menjebloskan dia,minta jokowi jeblos,3,1,0.3143,41,0.0286,0.3143,0.3143,0.3143,0.0286
369,Masya Alloh ..kok jadi sekian milyard,masya alloh kok jadi sekian milyard,masya alloh kok jadi sekian milyard,6,4,0.9111,43,0.0222,0.0222,0.0222,0.0222,0.9111
370,"siap siap warga indonesia, investor akan ga mau masuk kesini, ini nadim salah satu pionernya yang cukup berhasil

siap siap pengangguran meningkat

gila bener hukum indonesia",siap siap warga indonesia investor akan ga mau masuk kesini ini nadim salah satu pionernya yang cukup berhasil siap siap pengangguran meningkat gila bener hukum indonesia,siap siap warga indonesia investor mau masuk kesini nadim salah satu pioner cukup hasil siap siap anggur tingkat gila bener hukum indonesia,22,4,0.6878,10,0.0049,0.0049,0.0049,0.2976,0.6878
371,Mukidi cari mukidi... Mana orang....,mukidi cari mukidi mana orang,mukidi cari mukidi mana orang,5,1,0.8857,18,0.0286,0.8857,0.0286,0.0286,0.0286
372,Subhanallooh.,subhanallooh,subhanallooh,1,0,0.2,45,0.2,0.2,0.2,0.2,0.2
373,Saya percaya dengan kejujurannya tidak korupsi. Nadiem orang baik berada di lingkungan yang kurang baik,saya percaya dengan kejujurannya tidak korupsi nadiem orang baik berada di lingkungan yang kurang baik,percaya jujur korupsi nadiem orang baik lingkung kurang baik,9,1,0.68,6,0.0133,0.68,0.0133,0.0133,0.28
374,Masih banggakah anda hidup di negara Indonesia?,masih banggakah anda hidup di negara indonesia,bangga hidup negara indonesia,4,3,0.8857,42,0.0286,0.0286,0.0286,0.8857,0.0286
375,"Aduh..
Yg sabar mas, tu lah  Indonesia hukum semakin bobrok",aduh yg sabar mas tu lah indonesia hukum semakin bobrok,aduh sabar mas lah indonesia hukum makin bobrok,8,3,0.6,9,0.0118,0.3647,0.0118,0.6,0.0118
376,Jokowi bertanggung jawab,jokowi bertanggung jawab,jokowi tanggung jawab,3,0,0.6,41,0.6,0.0286,0.3143,0.0286,0.0286
377,Semua berawal dari gorong²,semua berawal dari gorong,semua awal gorong,3,0,0.84,34,0.84,0.04,0.04,0.04,0.04
378,Hukum remuk di negri ini....Konoha...,hukum remuk di negri ini konoha,hukum remuk negri konoha,4,3,0.6,8,0.0286,0.3143,0.0286,0.6,0.0286
379,"Bilang Jokowi aja P Nadiem ,suruh fanti uang Penggantinya...",bilang jokowi aja p nadiem suruh fanti uang penggantinya,bilang jokowi nadiem suruh fanti uang ganti,7,2,0.9385,29,0.0154,0.0154,0.9385,0.0154,0.0154
380,Siapa suruh mau jadi menterinya jokowi,siapa suruh mau jadi menterinya jokowi,siapa suruh mau jadi menteri jokowi,6,4,0.9385,28,0.0154,0.0154,0.0154,0.0154,0.9385
381,Politik memang jahat...!,politik memang jahat,politik memang jahat,3,3,0.6,12,0.0286,0.0286,0.0286,0.6,0.3143
382,Coba klu anda dulu jgn mau jadi antek2nya kini sdh kacau,coba klu anda dulu jgn mau jadi antek nya kini sdh kacau,coba klu dulu jgn mau jadi antek kini kacau,9,4,0.8133,43,0.0133,0.0133,0.1467,0.0133,0.8133
383,Wah pasang badan dia hukum ambil hrta  .gledah lah..,wah pasang badan dia hukum ambil hrta gledah lah,wah pasang badan hukum ambil hrta gledah lah,8,1,0.4667,9,0.2444,0.4667,0.2444,0.0222,0.0222
384,Jgn mau bayar,jgn mau bayar,jgn mau bayar,3,4,0.6,45,0.0286,0.0286,0.3143,0.0286,0.6
385,KORBAN REZIMNYA JOKOWI INI,korban rezimnya jokowi ini,korban rezim jokowi,3,2,0.84,23,0.04,0.04,0.84,0.04,0.04
386,"Udh bagus jadi boss gojek, eh tergiur bujuk rayu si ...., habis dah luh...",udh bagus jadi boss gojek eh tergiur bujuk rayu si habis dah luh,udh bagus jadi boss gojek giur bujuk rayu habis dah luh,11,4,0.9529,43,0.0118,0.0118,0.0118,0.0118,0.9529
387,Mangkanya kalau Pilpres jangan mau di bayar dg uang ratusan ribu,mangkanya kalau pilpres jangan mau di bayar dg uang ratusan ribu,mangkanya kalau pilpres jangan mau bayar uang ratus ribu,9,2,0.4824,20,0.0118,0.3647,0.4824,0.0118,0.1294
388,"Alhamdulillah aku sebagai mertua tak pernah  ikut campur rumah tangga anakku,,dan menantuku seperti anak ku sendiri saling melengkapi dan menyayangi dan menghargai libur mantu❤❤❤",alhamdulillah aku sebagai mertua tak pernah ikut campur rumah tangga anakku dan menantuku seperti anak ku sendiri saling melengkapi dan menyayangi dan menghargai libur mantu,alhamdulillah aku mertua tak pernah ikut campur rumah tangga anak menantu anak sendiri saling lengkap sayang harga libur mantu,19,1,0.728,19,0.008,0.728,0.008,0.008,0.248
389,"Saya bukan ahli hukum pidana 
Tapi hakim memvonis sesuai fakta di persidangan, apakah Anda menuduh hakim di suap atau berlaku tidal adil? Terima saja jika kemudian keberatan maka silahkn banding",saya bukan ahli hukum pidana tapi hakim memvonis sesuai fakta di persidangan apakah anda menuduh hakim di suap atau berlaku tidal adil terima saja jika kemudian keberatan maka silahkn banding,bukan ahli hukum pidana hakim vonis sesuai fakta sidang tuduh hakim suap laku tidal adil terima kemudian berat silahkn banding,20,0,0.7161,14,0.7161,0.2,0.071,0.0065,0.0065
390,Beginilah kalo negara dipimpin makhluk sosialist yang mau mengubah ideologi,beginilah kalo negara dipimpin makhluk sosialist yang mau mengubah ideologi,begini kalo negara pimpin makhluk sosialist mau ubah ideologi,9,3,0.6308,42,0.1692,0.0154,0.0154,0.6308,0.1692
391,"Orang jujur cerdas KLO SDH masuk kabinet akan dijebak dan dijadikan korban dr keserakahan orang""jahat dan kejam,, astaghfirullah",orang jujur cerdas klo sdh masuk kabinet akan dijebak dan dijadikan korban dr keserakahan orang jahat dan kejam astaghfirullah,orang jujur cerdas klo masuk kabinet jebak jadi korban serakah orang jahat kejam astaghfirullah,14,4,0.7655,6,0.0069,0.2138,0.0069,0.0069,0.7655
392,Tumbal jokowi...sdh jls2 sebut nama jokowi...tp jokowi tdk ditangkap..,tumbal jokowi sdh jls sebut nama jokowi tp jokowi tdk ditangkap,tumbal jokowi jls sebut nama jokowi jokowi tangkap,8,2,0.8353,41,0.0118,0.0118,0.8353,0.0118,0.1294
393,Makanya udah enak main jd tukang ojek malah gabung pemerintahan yg isinya maling semua,makanya udah enak main jd tukang ojek malah gabung pemerintahan yg isinya maling semua,makanya udah enak main jadi tukang ojek malah gabung perintah isi maling semua,13,1,0.7913,34,0.0087,0.7913,0.0957,0.0087,0.0957
394,"Tenang aja bang Nadim, Allah Maha Tau, siapa yg benar dan siapa yg salah",tenang aja bang nadim allah maha tau siapa yg benar dan siapa yg salah,tenang bang nadim allah maha tahu siapa benar siapa salah,10,0,0.6762,25,0.6762,0.0095,0.0095,0.0095,0.2952
395,"Nadiem d kriminalisasi,.",nadiem d kriminalisasi,nadiem kriminalisasi,2,2,0.84,40,0.04,0.04,0.84,0.04,0.04
396,"Yaa Allah, di mana keadilan di hati penegak hukum?",yaa allah di mana keadilan di hati penegak hukum,yaa allah mana adil hati tegak hukum,7,0,0.5467,18,0.5467,0.0133,0.0133,0.28,0.1467
397,"Saya ingat Saat Saham GOTO  Rp. 800 perlembar  saat ini  sisa <- Rp 50,-",saya ingat saat saham goto rp perlembar saat ini sisa rp,ingat saham goto lembar sisa,5,1,0.6,45,0.3143,0.6,0.0286,0.0286,0.0286
398,Kacau hukum di negara ini,kacau hukum di negara ini,kacau hukum negara,3,3,0.8857,38,0.0286,0.0286,0.0286,0.8857,0.0286
399,Mengerikan ya Allah,mengerikan ya allah,keri allah,2,0,0.84,35,0.84,0.04,0.04,0.04,0.04
400,"Tangkap tuh sijokowi ,dialah yg merintah menteri2nya untuk mengambil uang sebanyakbanyaknya ,demi proyeknya",tangkap tuh sijokowi dialah yg merintah menteri nya untuk mengambil uang sebanyakbanyaknya demi proyeknya,tangkap tuh sijokowi merintah menteri ambil uang sebanyakbanyaknya proyek,9,2,0.6308,29,0.0154,0.0154,0.6308,0.0154,0.3231
401,Gila banget. Yg korupsi siapa yg jadi tumbal justru orang jujur anak bangsa yg mau memajukan negeri ini. Gila hukum di negeri ini. TUHAN TIDAK TIDUR. PEMBALASAN DARI TUHAN BUAT ORANG YG SDH MENZOLIMI PAK NADIEM MAKARIM,gila banget yg korupsi siapa yg jadi tumbal justru orang jujur anak bangsa yg mau memajukan negeri ini gila hukum di negeri ini tuhan tidak tidur pembalasan dari tuhan buat orang yg sdh menzolimi pak nadiem makarim,gila korupsi siapa jadi tumbal justru orang jujur anak bangsa mau maju negeri gila hukum negeri tuhan tidur balas tuhan buat orang menzolimi pak nadiem makarim,26,3,0.3961,0,0.3569,0.0824,0.0039,0.3961,0.1608
402,"Sungguh besar jasa Jokowi, menjadikan Nadim jadi terkenal....",sungguh besar jasa jokowi menjadikan nadim jadi terkenal,sungguh besar jasa jokowi jadi nadim jadi kenal,8,4,0.6,41,0.3647,0.0118,0.0118,0.0118,0.6
403,Dholim sekali ...semoga Bp di angkat derajad nya ...yg dholim di hina sehina ny,dholim sekali semoga bp di angkat derajad nya yg dholim di hina sehina ny,dholim sekali moga angkat derajad dholim hina hina,8,0,0.5636,33,0.5636,0.0182,0.0182,0.2,0.2
404,Hukumnya manusia tidak ada jaminan keadilan apalagi kalau penegak hukumnya mati nuraninya....,hukumnya manusia tidak ada jaminan keadilan apalagi kalau penegak hukumnya mati nuraninya,hukum manusia jamin adil kalau tegak hukum mati nurani,9,3,0.8133,38,0.0133,0.1467,0.0133,0.8133,0.0133
405,"HAKIM2 SUDAH GAK TAKUT DENGAN NAMANYA DOSA..
MEREKA BEKERJA BUKAN SEBAGAI PENEGAK HUKUM TUHAN..",hakim sudah gak takut dengan namanya dosa mereka bekerja bukan sebagai penegak hukum tuhan,hakim takut nama dosa kerja bukan tegak hukum tuhan,9,0,0.5368,30,0.5368,0.0105,0.2211,0.2211,0.0105
406,Aneh gua sama netijen ya orang jelas2 korup malah di bilang dia kena zolim lucu lu semua tar giliran dia GK di usut enak itu leha2 bisa nikmatin hasil korupsinya hahahah lucu lu semua kocak😂,aneh gua sama netijen ya orang jelas korup malah di bilang dia kena zolim lucu lu semua tar giliran dia gk di usut enak itu leha bisa nikmatin hasil korupsinya hahahah lucu lu semua kocak,aneh gua sama netijen orang jelas korup malah bilang kena zolim lucu semua tar gilir usut enak leha nikmatin hasil korupsi lucu semua kocak,24,2,0.5515,15,0.1273,0.3091,0.5515,0.0061,0.0061
407,prabowo kocak,prabowo kocak,prabowo kocak,2,2,0.84,45,0.04,0.04,0.84,0.04,0.04
408,"Nadim juga bersalah lah
Saya yakin ALLAH maha tau
Makanya ditegur sama Allah 
Berarti Allah sayang sama Nadim to 😂😂😂",nadim juga bersalah lah saya yakin allah maha tau makanya ditegur sama allah berarti allah sayang sama nadim to,nadim salah lah yakin allah maha tahu makanya tegur sama allah arti allah sayang sama nadim,16,1,0.5226,9,0.329,0.5226,0.0065,0.0065,0.1355
409,Justru penegak hukum menegakkan lurus ke atas,justru penegak hukum menegakkan lurus ke atas,justru tegak hukum tegak lurus atas,6,3,0.9385,38,0.0154,0.0154,0.0154,0.9385,0.0154
410,"Saya Temannya Mulyono, Mereka Tau itu",saya temannya mulyono mereka tau itu,teman mulyono tahu,3,4,0.8857,24,0.0286,0.0286,0.0286,0.0286,0.8857
411,Sudah jelas jelas koruptor malah di bela aneh😅,sudah jelas jelas koruptor malah di bela aneh,jelas jelas koruptor malah bela aneh,6,2,0.9385,26,0.0154,0.0154,0.9385,0.0154,0.0154
412,"pendukung nadiem = pendukung jurist tan = pendukung kuruptor.
itu fakta",pendukung nadiem pendukung jurist tan pendukung kuruptor itu fakta,dukung nadiem dukung jurist tan dukung kuruptor fakta,8,2,0.7846,40,0.1692,0.0154,0.7846,0.0154,0.0154
413,Pasti menyesal ya pa Nadim pulang untuk bakti di negri sendiri....kecewa pasti ya pa...makanya banyak orang pintar berkalir diluar negri..karena di dalam negri tidak ada penghargaannya...,pasti menyesal ya pa nadim pulang untuk bakti di negri sendiri kecewa pasti ya pa makanya banyak orang pintar berkalir diluar negri karena di dalam negri tidak ada penghargaannya,sesal nadim pulang bakti negri sendiri kecewa makanya banyak orang pintar berkalir luar negri negri harga,16,1,0.9704,19,0.0074,0.9704,0.0074,0.0074,0.0074
414,Semoga pak nadin di beri kesabaran,semoga pak nadin di beri kesabaran,moga pak nadin beri sabar,5,0,0.9273,33,0.9273,0.0182,0.0182,0.0182,0.0182
415,Saya bermimpi indonesia mengalami krismon ngerii .. orang biasa pada kelaparan dan saling membunuh .. orang yg punya jabatan menimbun bahan pangan secara diam diam ..saya dan warga lainya mencuri bahan pangan tersebut lalu ketahuan .. kami di kejar kejar ormas lalu di bacoki,saya bermimpi indonesia mengalami krismon ngerii orang biasa pada kelaparan dan saling membunuh orang yg punya jabatan menimbun bahan pangan secara diam diam saya dan warga lainya mencuri bahan pangan tersebut lalu ketahuan kami di kejar kejar ormas lalu di bacoki,mimpi indonesia alami krismon ngeri orang biasa lapar saling bunuh orang punya jabat timbun bahan pangan diam diam warga lai curi bahan pangan sebut lalu tahu kejar kejar ormas lalu bacok,31,1,0.5515,1,0.1879,0.5515,0.0667,0.1879,0.0061
416,yang masukkan juris tan siapa pak,yang masukkan juris tan siapa pak,masuk juris tan siapa pak,5,4,0.6889,10,0.2444,0.0222,0.0222,0.0222,0.6889
417,anak buah bapak mana yang cewek,anak buah bapak mana yang cewek,anak buah bapak mana cewek,5,0,0.6889,18,0.6889,0.0222,0.0222,0.2444,0.0222
418,Buka saja bung Nadim tentu semua itu pasti ada yg memerintahkan nya,buka saja bung nadim tentu semua itu pasti ada yg memerintahkan nya,buka bung nadim semua perintah,5,3,0.3818,34,0.0182,0.0182,0.2,0.3818,0.3818
419,"Sebelum bapak menerima jabatan jadi menteri, bapak sudah kaya raya & sudah terkenal. 
Apa tujuan asli bapak menerima jabatan menteri?",sebelum bapak menerima jabatan jadi menteri bapak sudah kaya raya sudah terkenal apa tujuan asli bapak menerima jabatan menteri,bapak terima jabat jadi menteri bapak kaya raya kenal apa tuju asli bapak terima jabat menteri,16,4,0.5871,7,0.0065,0.3935,0.0065,0.0065,0.5871
420,Indo gk akan maju sebelum revolusi.,indo gk akan maju sebelum revolusi,indo maju revolusi,3,3,0.8857,45,0.0286,0.0286,0.0286,0.8857,0.0286
421,"Yg bener di dzolomi
Yg koruptor di pelihara ..
Setan emangg",yg bener di dzolomi yg koruptor di pelihara setan emangg,bener dzolomi koruptor pelihara setan emangg,6,3,0.6,26,0.0286,0.0286,0.0286,0.6,0.3143
422,"Ok, makin ga yakin sama penegak hukum di negri ini😂",ok makin ga yakin sama penegak hukum di negri ini,makin yakin sama tegak hukum negri,6,1,0.4769,36,0.0154,0.4769,0.0154,0.4769,0.0154
423,Jadi korban Wiwi dia,jadi korban wiwi dia,jadi korban wiwi,3,4,0.6,23,0.0286,0.3143,0.0286,0.0286,0.6
424,"jokowi harus tanggung jawab, sekeluarga sampai seluruh keturunannya terkutuk, dan disisi lain, prabowo anteng2 😢",jokowi harus tanggung jawab sekeluarga sampai seluruh keturunannya terkutuk dan disisi lain prabowo anteng,jokowi tanggung jawab keluarga seluruh turun kutuk sisi prabowo anteng,10,2,0.68,41,0.28,0.0133,0.68,0.0133,0.0133
425,"Sudah gila korban malah di kriminalisasi, 
Jokodok malah gak diapa apain, 
Seret jokodok",sudah gila korban malah di kriminalisasi jokodok malah gak diapa apain seret jokodok,gila korban malah kriminalisasi jokodok malah apa apain seret jokodok,10,2,0.6421,11,0.0105,0.2211,0.6421,0.1158,0.0105
426,"Aduh, kemunduran bbrp generasi kedepan, generasi muda yg hebat ga akan sudi mengabdi untuk negara bobrok spt ini. Menyedihkan pemimpin negara ini skrg, Indonesia suram 😢",aduh kemunduran bbrp generasi kedepan generasi muda yg hebat ga akan sudi mengabdi untuk negara bobrok spt ini menyedihkan pemimpin negara ini skrg indonesia suram,aduh mundur bbrp generasi depan generasi muda hebat sudi abdi negara bobrok spt sedih pimpin negara skrg indonesia suram,19,3,0.92,42,0.0629,0.0057,0.0057,0.92,0.0057
427,Mana ada maling ngaku,mana ada maling ngaku,mana maling ngaku,3,1,0.8857,18,0.0286,0.8857,0.0286,0.0286,0.0286
428,Tinggal nunggu musibah di indonesia biar org2 dzolim hilang dan lenyap dr indonesia,tinggal nunggu musibah di indonesia biar org dzolim hilang dan lenyap dr indonesia,tinggal nunggu musibah indonesia biar orang dzolim hilang lenyap indonesia,10,3,0.7176,37,0.2471,0.0118,0.0118,0.7176,0.0118
429,"Tenang pak .........rakyat sdh byk yg tau sistem krj pengadilan di negri KONOHA ini .
Vonus 15 th cm sebg formalitas unt   publik.....😂😂😂😂😂....
Endingnya setlh masa tahanan  berjalan , gx smp 10 th atau bahkan cm  5 th sj, bpk sdh bs bebas......
Lg pl di rutan bpk tetap bs mendapatkan pelayanan yg eksekutif........
Ruang tahanan kelas VIP dgn fasilitas selayaknya di hotel.
Kamar yg di lengkapi dgn kmr mnd dalam, AC, TV, bahkan bs jd ada lemari es ....dan bahkan ada hari dan jam tertentu unt bpk bs keluar dr rutan sekedar menghirup udara  bebas, ngademi hati jg mencerahkan pikiran dgn dtg ke kafe 😂😂😂😂😂
Nmnya jg terpidana kelas atas unt org2 berduit yg pernah menjabat di pemerintahan.
Tetap di beri fasilitas ekstra",tenang pak rakyat sdh byk yg tau sistem krj pengadilan di negri konoha ini vonus th cm sebg formalitas unt publik endingnya setlh masa tahanan berjalan gx smp th atau bahkan cm th sj bpk sdh bs bebas lg pl di rutan bpk tetap bs mendapatkan pelayanan yg eksekutif ruang tahanan kelas vip dgn fasilitas selayaknya di hotel kamar yg di lengkapi dgn kmr mnd dalam ac tv bahkan bs jd ada lemari es dan bahkan ada hari dan jam tertentu unt bpk bs keluar dr rutan sekedar menghirup udara bebas ngademi hati jg mencerahkan pikiran dgn dtg ke kafe nmnya jg terpidana kelas atas unt org berduit yg pernah menjabat di pemerintahan tetap di beri fasilitas ekstra,tenang pak rakyat byk tahu sistem krj adil negri konoha vonus sebg formalitas unt publik endingnya setlh masa tahan jalan smp bahkan bapak bebas rutan bapak tetap layan eksekutif ruang tahan kelas vip fasilitas layak hotel kamar lengkap kmr mnd bahkan jadi lemari bahkan hari jam unt bapak keluar rutan dar hirup udara bebas ngademi hati cerah pikir dtg kafe nmnya pidana kelas atas unt orang duit pernah jabat perintah tetap beri fasilitas ekstra,74,1,0.5536,2,0.4087,0.5536,0.0029,0.0029,0.0319
430,Ulah jokowi,ulah jokowi,ulah jokowi,2,2,0.84,41,0.04,0.04,0.84,0.04,0.04
431,"Artinya ada maling triak maling, yg maling terlindungi aman ayem tentrem. Sadis negri ini. bener"" sdh gilaaaa ,!!!",artinya ada maling triak maling yg maling terlindungi aman ayem tentrem sadis negri ini bener sdh gilaaaa,arti maling triak maling maling lindung aman ayem tentrem sadis negri bener gilaa,13,1,0.581,45,0.0095,0.581,0.2952,0.1048,0.0095
432,Hayo siapa lagi yang mau ngabdi ke negara?,hayo siapa lagi yang mau ngabdi ke negara,hayo siapa mau ngabdi negara,5,1,0.4667,28,0.0222,0.4667,0.0222,0.0222,0.4667
433,"Tangkap jokowi , semua mentri jokowi hanya dimanfaatkan untuk kepentingan jokowi dan keluarganya. Jokowi manusia terjahat di abad ini ,namun sejahat jahatnya jokowi ,lebih jahat lagi para pendukung jokowi dan orang orang yang memuji muji jokowi.",tangkap jokowi semua mentri jokowi hanya dimanfaatkan untuk kepentingan jokowi dan keluarganya jokowi manusia terjahat di abad ini namun sejahat jahatnya jokowi lebih jahat lagi para pendukung jokowi dan orang orang yang memuji muji jokowi,tangkap jokowi semua tri jokowi manfaat penting jokowi keluarga jokowi manusia jahat abad jahat jahat jokowi lebih jahat dukung jokowi orang orang puji muji jokowi,25,2,0.5378,12,0.0044,0.0044,0.5378,0.4044,0.0489
434,"Itulah sebab krnapa banyak generasi muda lebih memilih menjadi warga negara lain karena di indo, anak bangsa itu ga pernah dianggap kecuali ada sangkut pautnya dengan penguada dan oligarki...",itulah sebab krnapa banyak generasi muda lebih memilih menjadi warga negara lain karena di indo anak bangsa itu ga pernah dianggap kecuali ada sangkut pautnya dengan penguada dan oligarki,krnapa banyak generasi muda lebih pilih jadi warga negara indo anak bangsa pernah anggap sangkut paut penguada oligarki,18,3,0.8963,22,0.0074,0.0074,0.0074,0.8963,0.0815
435,"Tuhan tidak tidur ,semoga Tuhan menidurkan pemimpin yg berbuat zalim",tuhan tidak tidur semoga tuhan menidurkan pemimpin yg berbuat zalim,tuhan tidur moga tuhan tidur pimpin buat zalim,8,0,0.8353,33,0.8353,0.0118,0.0118,0.1294,0.0118
436,Semoga semua pihak yang mendzolimi mendapat KARMA INSTANT!!! Amien..Amien.. Amien…🙏🙏🙏,semoga semua pihak yang mendzolimi mendapat karma instant amien amien amien,moga semua pihak mendzolimi karma instant amien amien amien,9,0,0.6889,33,0.6889,0.0222,0.0222,0.2444,0.0222
437,"Yg jelas2 koruptor milyaran sampai trilyunan cm didenda ratusan juta dn gak disita asetnya,,, memang gak adil",yg jelas koruptor milyaran sampai trilyunan cm didenda ratusan juta dn gak disita asetnya memang gak adil,jelas koruptor milyaran trilyunan denda ratus juta sita aset memang adil,11,2,0.4857,26,0.0095,0.0095,0.4857,0.4857,0.0095
438,Para Koruptor bajingan mengkambing hitamkan orang tak bersalah. Zholim pada orang yang lemah akan berbalik kepadanya.,para koruptor bajingan mengkambing hitamkan orang tak bersalah zholim pada orang yang lemah akan berbalik kepadanya,koruptor bajing kambing hitam orang tak salah zholim orang lemah balik,11,0,0.6762,25,0.6762,0.0095,0.1048,0.0095,0.2
439,Si jack aman2 aja,si jack aman aja,jack aman,2,2,0.7333,45,0.0667,0.0667,0.7333,0.0667,0.0667
440,Otak nya lagi di Lampung,otak nya lagi di lampung,otak lampung,2,2,0.7333,45,0.0667,0.0667,0.7333,0.0667,0.0667
441,Ha ha ha korban jokow,ha ha ha korban jokow,korban jokow,2,0,0.44,23,0.44,0.04,0.04,0.04,0.44
442,Y Allah ..gini amat hukum Indonesia,y allah gini amat hukum indonesia,allah gin hukum indonesia,4,3,0.6889,35,0.2444,0.0222,0.0222,0.6889,0.0222
443,Adili Jokowi yg terlibat😊,adili jokowi yg terlibat,adil jokowi libat,3,2,0.6,39,0.3143,0.0286,0.6,0.0286,0.0286
444,"Tinggal terus terang aja Nadiem , tangkurak Jokowi seret aja nggak usah takut mengungkap kebenaran",tinggal terus terang aja nadiem tangkurak jokowi seret aja nggak usah takut mengungkap kebenaran,tinggal terus terang nadiem tangkurak jokowi seret usah takut ungkap benar,11,0,0.581,32,0.581,0.1048,0.2,0.1048,0.0095
445,"Ini akibat repormasi politik, begitu gampangnya orang buat partai sehingga negara hancur dibuat ketua ketua partai. Yg doyan korubsi .",ini akibat repormasi politik begitu gampangnya orang buat partai sehingga negara hancur dibuat ketua ketua partai yg doyan korubsi,akibat repormasi politik gampang orang buat partai negara hancur buat ketua ketua partai doyan korubsi,15,3,0.728,37,0.008,0.008,0.168,0.728,0.088
446,"Gila sih,, pria solo jahat bangett, numbalin orang",gila sih pria solo jahat bangett numbalin orang,gila pria solo jahat bangett numbalin orang,7,3,0.9273,11,0.0182,0.0182,0.0182,0.9273,0.0182
447,X mentri bisa diperlakukan seperti itu.. Apalagi rakyat biasa...,x mentri bisa diperlakukan seperti itu apalagi rakyat biasa,tri laku rakyat biasa,4,1,0.4667,27,0.2444,0.4667,0.0222,0.0222,0.2444
448,Bohong amat looo😅😅😅😅😅,bohong amat looo,bohong loo,2,1,0.7333,45,0.0667,0.7333,0.0667,0.0667,0.0667
449,"Jokowi yg punya ,",jokowi yg punya,jokowi punya,2,1,0.44,41,0.04,0.44,0.44,0.04,0.04
450,Yg vonis smoga kena azab,yg vonis smoga kena azab,vonis smoga kena azab,4,0,0.6,14,0.6,0.0286,0.3143,0.0286,0.0286
451,jangan mau bayar pak nadiem mereka saja yang bayar sudah bertahun tahun kenyang perut makan uang negara,jangan mau bayar pak nadiem mereka saja yang bayar sudah bertahun tahun kenyang perut makan uang negara,jangan mau bayar pak nadiem bayar tahun tahun kenyang perut makan uang negara,13,2,0.6174,20,0.0087,0.2696,0.6174,0.0957,0.0087
452,Aamiin..,aamiin,aamiin,1,0,0.7333,45,0.7333,0.0667,0.0667,0.0667,0.0667
453,Tidak baik mendoakan orang yang dengan hal buruk,tidak baik mendoakan orang yang dengan hal buruk,baik doa orang buruk,4,1,0.6,37,0.3143,0.6,0.0286,0.0286,0.0286
454,pak nadiem dan pak jaksa dari wajah saja sudah tahu siapa yang jahat pak hakim dan jaksa seperti setan,pak nadiem dan pak jaksa dari wajah saja sudah tahu siapa yang jahat pak hakim dan jaksa seperti setan,pak nadiem pak jaksa wajah tahu siapa jahat pak hakim jaksa setan,12,0,0.7913,12,0.7913,0.0087,0.0087,0.1826,0.0087
455,sabar pak nadiem allah akan membantu anda amin,sabar pak nadiem allah akan membantu anda amin,sabar pak nadiem allah bantu amin,6,0,0.9385,35,0.9385,0.0154,0.0154,0.0154,0.0154
456,sini kamu hakim tuyul jaksa jahat bertinju sama aku kamu yang makan uang negara mau sombong kamu yah jabatan jangan kamu buat main main yah,sini kamu hakim tuyul jaksa jahat bertinju sama aku kamu yang makan uang negara mau sombong kamu yah jabatan jangan kamu buat main main yah,sini kamu hakim tuyul jaksa jahat tinju sama aku kamu makan uang negara mau sombong kamu yah jabat jangan kamu buat main main yah,24,1,0.5822,12,0.0933,0.5822,0.0044,0.3156,0.0044
457,serang terus pak nadiem di zalimi,serang terus pak nadiem di zalimi,serang terus pak nadiem zalim,5,0,0.9111,40,0.9111,0.0222,0.0222,0.0222,0.0222
458,Minta ke jokowi,minta ke jokowi,minta jokowi,2,1,0.44,41,0.04,0.44,0.44,0.04,0.04
459,JIKA PERJALANAN HUKUM MASIH BEGINI  NEGARA TIDAK AKAN MAJU,jika perjalanan hukum masih begini negara tidak akan maju,jalan hukum begini negara maju,5,3,0.9273,38,0.0182,0.0182,0.0182,0.9273,0.0182
460,Dzolim..,dzolim,dzolim,1,3,0.7333,45,0.0667,0.0667,0.0667,0.7333,0.0667
461,Korban,korban,korban,1,4,0.7333,23,0.0667,0.0667,0.0667,0.0667,0.7333
462,"Koruptor yang udh masuk penjara pun tertawa, merka akan bebas cuma 5tahun dong ,pak Nadiem yang menanggung hukum an merka",koruptor yang udh masuk penjara pun tertawa merka akan bebas cuma tahun dong pak nadiem yang menanggung hukum an merka,koruptor udh masuk penjara tertawa merka bebas cuma tahun pak nadiem tanggung hukum merka,14,4,0.6174,10,0.0087,0.0957,0.0957,0.1826,0.6174
463,Bukti dan fakta : Tidak ada MALING itu ngaku...,bukti dan fakta tidak ada maling itu ngaku,bukti fakta maling ngaku,4,1,0.6889,16,0.2444,0.6889,0.0222,0.0222,0.0222
464,Seger kan jadi another jokodok .,seger kan jadi another jokodok,seger kan jadi another jokodok,5,4,0.8857,43,0.0286,0.0286,0.0286,0.0286,0.8857
465,Nggak usah baper. Banding aja,nggak usah baper banding aja,usah baper banding,3,0,0.44,45,0.44,0.44,0.04,0.04,0.04
466,"Yg dipersidangan mana sj disebutkan 1 nama tdk prh tersentuh,,,krn dia prh berkuasa,,,,sy lbh percaya nadiem,,,sabar ya pak",yg dipersidangan mana sj disebutkan nama tdk prh tersentuh krn dia prh berkuasa sy lbh percaya nadiem sabar ya pak,sidang mana sebut nama prh sentuh prh kuasa lbh percaya nadiem sabar pak,13,0,0.3905,18,0.3905,0.2,0.3905,0.0095,0.0095
